ID,CheckingStatus,LoanDuration,CreditHistory,LoanPurpose,LoanAmount,ExistingSavings,EmploymentDuration,InstallmentPercent,Sex,OthersOnLoan,CurrentResidenceDuration,OwnsProperty,Age,InstallmentPlans,Housing
4660,0_to_200,14,prior_payments_delayed,retraining,3641,less_100,greater_7,4,female,co-applicant,4,unknown,48,none,free
4661,less_0,4,credits_paid_to_date,car_new,250,500_to_1000,4_to_7,3,male,none,2,savings_insurance,33,stores,rent
4662,less_0,25,credits_paid_to_date,car_used,2922,100_to_500,1_to_4,2,female,none,1,real_estate,34,stores,own
4663,less_0,4,all_credits_paid_back,car_new,250,less_100,unemployed,1,female,none,1,real_estate,19,none,rent
4664,0_to_200,16,no_credits,car_used,1247,less_100,1_to_4,1,female,none,1,real_estate,25,stores,own
4665,less_0,4,all_credits_paid_back,radio_tv,250,less_100,1_to_4,2,male,none,1,savings_insurance,19,none,own
4666,less_0,9,all_credits_paid_back,car_used,1841,less_100,less_1,2,female,none,3,real_estate,24,none,own
4667,0_to_200,35,prior_payments_delayed,radio_tv,2148,100_to_500,1_to_4,3,female,none,1,real_estate,22,none,free
4668,0_to_200,24,credits_paid_to_date,radio_tv,2286,less_100,4_to_7,3,male,none,2,savings_insurance,27,bank,own
4669,less_0,4,all_credits_paid_back,car_new,250,less_100,unemployed,1,male,none,2,real_estate,19,none,rent
4670,no_checking,26,prior_payments_delayed,repairs,9104,greater_1000,greater_7,4,male,co-applicant,3,unknown,58,none,free
4671,less_0,4,all_credits_paid_back,car_new,250,less_100,unemployed,1,female,none,1,real_estate,23,stores,rent
4672,no_checking,38,outstanding_credit,appliances,5494,500_to_1000,1_to_4,3,male,none,3,savings_insurance,37,none,free
4673,less_0,4,credits_paid_to_date,car_new,250,less_100,unemployed,1,male,none,2,real_estate,19,none,rent
4674,no_checking,26,outstanding_credit,furniture,6084,500_to_1000,greater_7,5,male,none,3,unknown,52,none,free
4675,less_0,11,all_credits_paid_back,furniture,250,less_100,less_1,1,male,none,2,real_estate,29,bank,rent
4676,no_checking,36,prior_payments_delayed,appliances,9582,100_to_500,greater_7,5,male,co-applicant,4,unknown,46,none,free
4677,no_checking,32,prior_payments_delayed,car_used,2449,500_to_1000,4_to_7,4,female,none,4,car_other,30,none,own
4678,less_0,24,prior_payments_delayed,furniture,2741,500_to_1000,1_to_4,3,male,none,1,unknown,43,none,own
4679,no_checking,37,outstanding_credit,appliances,6386,greater_1000,greater_7,5,male,co-applicant,3,unknown,45,none,free
4680,no_checking,25,prior_payments_delayed,appliances,6292,100_to_500,greater_7,4,female,none,4,savings_insurance,51,none,free
4681,0_to_200,14,prior_payments_delayed,business,1740,100_to_500,1_to_4,3,male,none,2,car_other,30,none,own
4682,no_checking,29,outstanding_credit,repairs,6165,500_to_1000,greater_7,5,male,none,4,car_other,49,none,own
4683,0_to_200,12,prior_payments_delayed,radio_tv,250,500_to_1000,1_to_4,1,female,none,1,savings_insurance,41,stores,own
4684,0_to_200,27,credits_paid_to_date,retraining,5685,less_100,1_to_4,4,male,none,2,savings_insurance,27,none,rent
4685,greater_200,20,credits_paid_to_date,furniture,1849,less_100,1_to_4,3,female,co-applicant,2,savings_insurance,34,none,own
4686,less_0,11,all_credits_paid_back,car_new,250,100_to_500,less_1,1,female,none,1,car_other,43,stores,rent
4687,0_to_200,10,all_credits_paid_back,vacation,4395,less_100,unemployed,2,female,none,1,real_estate,31,none,own
4688,less_0,15,credits_paid_to_date,car_used,3936,less_100,less_1,3,female,none,1,savings_insurance,28,none,own
4689,0_to_200,4,credits_paid_to_date,car_used,1052,500_to_1000,1_to_4,3,male,co-applicant,3,savings_insurance,42,none,free
4690,no_checking,28,outstanding_credit,vacation,7726,500_to_1000,4_to_7,4,male,none,2,unknown,55,none,free
4691,less_0,10,all_credits_paid_back,furniture,3251,less_100,unemployed,2,female,none,3,savings_insurance,27,none,rent
4692,0_to_200,18,credits_paid_to_date,furniture,2273,less_100,1_to_4,3,male,co-applicant,2,car_other,35,none,free
4693,no_checking,30,prior_payments_delayed,business,3712,500_to_1000,4_to_7,3,male,none,4,savings_insurance,41,none,free
4694,0_to_200,20,all_credits_paid_back,vacation,2294,less_100,4_to_7,3,female,none,3,savings_insurance,32,none,own
4695,no_checking,35,prior_payments_delayed,other,7969,100_to_500,4_to_7,4,male,none,3,unknown,36,none,own
4696,no_checking,32,prior_payments_delayed,car_used,4415,unknown,4_to_7,3,male,none,4,car_other,44,none,own
4697,0_to_200,16,credits_paid_to_date,furniture,250,less_100,4_to_7,3,female,none,3,real_estate,27,none,own
4698,less_0,16,no_credits,car_new,1755,less_100,unemployed,1,female,none,2,real_estate,19,none,rent
4699,no_checking,16,credits_paid_to_date,radio_tv,1008,greater_1000,greater_7,4,female,none,4,savings_insurance,34,none,own
4700,greater_200,21,outstanding_credit,radio_tv,4080,100_to_500,4_to_7,3,male,none,3,car_other,52,none,own
4701,no_checking,26,all_credits_paid_back,radio_tv,4589,less_100,4_to_7,4,male,none,4,car_other,31,none,own
4702,no_checking,29,credits_paid_to_date,furniture,4637,500_to_1000,1_to_4,4,male,guarantor,5,car_other,48,stores,free
4703,less_0,31,prior_payments_delayed,car_used,2447,greater_1000,1_to_4,3,female,none,1,savings_insurance,23,stores,own
4704,0_to_200,15,credits_paid_to_date,furniture,1347,less_100,4_to_7,2,male,none,2,real_estate,34,bank,rent
4705,0_to_200,6,all_credits_paid_back,car_new,250,less_100,less_1,1,female,none,2,savings_insurance,33,stores,rent
4706,less_0,9,prior_payments_delayed,car_used,842,500_to_1000,4_to_7,3,male,none,3,car_other,32,none,own
4707,no_checking,8,credits_paid_to_date,repairs,938,less_100,4_to_7,2,male,co-applicant,2,real_estate,47,none,own
4708,less_0,16,credits_paid_to_date,furniture,1130,less_100,less_1,1,female,none,1,real_estate,30,stores,rent
4709,less_0,10,all_credits_paid_back,car_used,2323,100_to_500,less_1,2,male,none,2,car_other,19,bank,rent
4710,greater_200,22,outstanding_credit,radio_tv,3671,100_to_500,greater_7,4,female,co-applicant,3,car_other,46,none,free
4711,no_checking,15,credits_paid_to_date,appliances,1394,greater_1000,1_to_4,2,female,co-applicant,3,car_other,42,none,free
4712,less_0,10,all_credits_paid_back,car_new,250,100_to_500,less_1,2,female,none,2,savings_insurance,33,stores,rent
4713,0_to_200,32,outstanding_credit,appliances,2509,500_to_1000,greater_7,4,female,none,2,car_other,28,bank,rent
4714,0_to_200,18,prior_payments_delayed,furniture,3493,less_100,1_to_4,2,male,none,1,car_other,30,none,rent
4715,no_checking,30,outstanding_credit,repairs,6316,500_to_1000,4_to_7,4,female,none,4,unknown,42,none,own
4716,no_checking,31,prior_payments_delayed,appliances,4787,unknown,greater_7,5,male,none,5,car_other,47,stores,own
4717,0_to_200,4,all_credits_paid_back,car_new,624,less_100,less_1,2,male,none,1,real_estate,32,none,own
4718,no_checking,24,prior_payments_delayed,appliances,4442,100_to_500,greater_7,4,male,none,5,unknown,63,none,free
4719,no_checking,23,prior_payments_delayed,repairs,1659,100_to_500,1_to_4,3,male,none,2,car_other,24,none,rent
4720,no_checking,28,prior_payments_delayed,radio_tv,7022,500_to_1000,4_to_7,4,female,none,3,car_other,46,none,own
4721,no_checking,23,outstanding_credit,radio_tv,3263,unknown,greater_7,4,female,none,3,car_other,36,none,own
4722,0_to_200,13,credits_paid_to_date,car_used,3091,less_100,1_to_4,3,male,none,3,savings_insurance,29,none,own
4723,no_checking,8,prior_payments_delayed,furniture,2195,100_to_500,less_1,2,male,none,3,savings_insurance,35,stores,rent
4724,no_checking,31,outstanding_credit,education,6500,500_to_1000,4_to_7,4,female,none,3,unknown,50,none,own
4725,no_checking,41,outstanding_credit,retraining,5657,unknown,greater_7,5,male,co-applicant,4,car_other,57,stores,own
4726,less_0,8,all_credits_paid_back,car_new,2064,less_100,1_to_4,2,female,none,1,real_estate,22,bank,rent
4727,no_checking,39,prior_payments_delayed,radio_tv,6769,500_to_1000,4_to_7,3,male,co-applicant,4,unknown,60,stores,own
4728,0_to_200,28,credits_paid_to_date,education,5936,less_100,4_to_7,4,male,none,4,car_other,32,none,own
4729,0_to_200,9,all_credits_paid_back,furniture,250,500_to_1000,1_to_4,3,female,none,3,savings_insurance,24,none,own
4730,no_checking,39,prior_payments_delayed,furniture,7755,unknown,greater_7,5,male,co-applicant,4,car_other,59,none,free
4731,0_to_200,5,prior_payments_delayed,education,250,less_100,less_1,1,female,none,2,car_other,41,stores,rent
4732,no_checking,27,credits_paid_to_date,retraining,7160,100_to_500,1_to_4,3,female,none,3,car_other,40,none,own
4733,0_to_200,15,credits_paid_to_date,car_used,1993,less_100,less_1,2,male,none,3,savings_insurance,23,none,own
4734,no_checking,27,all_credits_paid_back,furniture,3545,less_100,1_to_4,3,male,none,3,savings_insurance,31,none,own
4735,0_to_200,9,prior_payments_delayed,car_new,250,less_100,less_1,2,male,none,3,real_estate,30,stores,rent
4736,0_to_200,32,credits_paid_to_date,repairs,3311,500_to_1000,4_to_7,3,female,none,3,car_other,37,stores,own
4737,0_to_200,13,all_credits_paid_back,car_new,250,less_100,less_1,1,male,none,2,real_estate,25,stores,rent
4738,no_checking,36,prior_payments_delayed,appliances,10520,greater_1000,4_to_7,4,male,co-applicant,4,unknown,46,none,own
4739,less_0,13,prior_payments_delayed,repairs,3861,100_to_500,1_to_4,2,female,none,1,car_other,42,bank,rent
4740,less_0,22,credits_paid_to_date,furniture,3711,less_100,1_to_4,3,male,none,1,car_other,36,bank,rent
4741,less_0,4,credits_paid_to_date,car_new,250,less_100,1_to_4,2,female,none,1,real_estate,25,none,own
4742,greater_200,20,all_credits_paid_back,car_new,3731,less_100,1_to_4,2,male,none,3,savings_insurance,41,none,rent
4743,0_to_200,5,all_credits_paid_back,car_new,250,less_100,unemployed,1,female,none,1,savings_insurance,33,none,own
4744,0_to_200,17,prior_payments_delayed,furniture,3368,100_to_500,1_to_4,3,male,none,4,savings_insurance,31,none,own
4745,less_0,9,prior_payments_delayed,car_used,250,less_100,less_1,1,male,none,1,real_estate,19,stores,rent
4746,greater_200,27,outstanding_credit,vacation,5932,100_to_500,4_to_7,3,male,none,3,savings_insurance,40,none,own
4747,0_to_200,10,credits_paid_to_date,furniture,1981,less_100,1_to_4,1,female,none,1,real_estate,19,stores,rent
4748,greater_200,34,all_credits_paid_back,radio_tv,5287,less_100,4_to_7,3,female,none,3,car_other,36,none,own
4749,0_to_200,20,all_credits_paid_back,car_new,250,less_100,less_1,1,female,none,3,real_estate,19,stores,rent
4750,less_0,9,credits_paid_to_date,furniture,2194,less_100,1_to_4,1,female,none,2,car_other,34,stores,rent
4751,no_checking,22,credits_paid_to_date,radio_tv,3312,100_to_500,1_to_4,4,male,none,4,car_other,50,none,own
4752,less_0,14,all_credits_paid_back,car_used,250,500_to_1000,4_to_7,2,male,none,2,car_other,32,stores,own
4753,no_checking,45,credits_paid_to_date,appliances,3874,500_to_1000,4_to_7,4,male,none,3,savings_insurance,34,none,own
4754,less_0,19,credits_paid_to_date,furniture,3666,500_to_1000,less_1,3,male,none,3,car_other,21,none,rent
4755,less_0,25,prior_payments_delayed,radio_tv,765,100_to_500,4_to_7,2,female,co-applicant,3,unknown,40,bank,own
4756,no_checking,29,prior_payments_delayed,radio_tv,5169,500_to_1000,greater_7,3,female,none,4,savings_insurance,42,none,own
4757,no_checking,19,credits_paid_to_date,furniture,2094,greater_1000,1_to_4,2,male,none,3,savings_insurance,37,none,own
4758,0_to_200,14,prior_payments_delayed,car_new,2849,500_to_1000,greater_7,4,female,none,4,unknown,45,none,own
4759,0_to_200,4,credits_paid_to_date,car_new,250,less_100,1_to_4,2,female,none,3,real_estate,28,none,rent
4760,no_checking,37,prior_payments_delayed,vacation,6436,500_to_1000,greater_7,5,female,none,5,car_other,41,none,free
4761,0_to_200,6,all_credits_paid_back,car_new,3403,100_to_500,less_1,3,female,none,3,savings_insurance,29,none,rent
4762,less_0,31,credits_paid_to_date,car_used,2876,less_100,4_to_7,3,male,none,2,savings_insurance,37,bank,own
4763,0_to_200,36,credits_paid_to_date,radio_tv,1907,500_to_1000,greater_7,4,male,none,4,savings_insurance,36,none,own
4764,less_0,12,prior_payments_delayed,furniture,1602,less_100,4_to_7,3,male,none,2,real_estate,31,bank,rent
4765,no_checking,25,prior_payments_delayed,car_used,5950,greater_1000,4_to_7,3,male,none,4,savings_insurance,40,stores,own
4766,no_checking,25,prior_payments_delayed,radio_tv,4287,unknown,1_to_4,3,male,none,2,savings_insurance,39,stores,own
4767,no_checking,33,outstanding_credit,appliances,6222,unknown,greater_7,4,male,none,3,car_other,43,stores,free
4768,no_checking,49,outstanding_credit,appliances,10498,greater_1000,4_to_7,5,male,co-applicant,5,unknown,49,none,free
4769,greater_200,9,prior_payments_delayed,furniture,1460,100_to_500,less_1,2,female,none,2,savings_insurance,42,none,rent
4770,less_0,9,prior_payments_delayed,car_new,1050,less_100,1_to_4,2,male,none,1,real_estate,25,none,own
4771,0_to_200,13,credits_paid_to_date,furniture,3728,less_100,less_1,3,male,none,3,savings_insurance,19,none,own
4772,less_0,24,prior_payments_delayed,furniture,5929,less_100,less_1,3,female,none,3,car_other,28,none,rent
4773,less_0,15,credits_paid_to_date,car_used,2011,less_100,4_to_7,2,female,none,1,real_estate,40,bank,own
4774,0_to_200,16,credits_paid_to_date,vacation,2859,less_100,4_to_7,2,male,none,2,car_other,52,none,own
4775,no_checking,29,outstanding_credit,appliances,5379,unknown,greater_7,5,male,none,5,unknown,64,none,free
4776,0_to_200,46,outstanding_credit,vacation,8306,500_to_1000,greater_7,4,female,none,2,unknown,43,stores,own
4777,less_0,8,all_credits_paid_back,car_new,443,less_100,less_1,1,male,none,1,real_estate,19,bank,rent
4778,no_checking,24,prior_payments_delayed,car_used,6100,500_to_1000,1_to_4,3,male,none,2,car_other,42,none,own
4779,0_to_200,13,credits_paid_to_date,car_new,2574,100_to_500,less_1,3,male,none,2,real_estate,29,bank,rent
4780,less_0,15,credits_paid_to_date,furniture,374,less_100,less_1,1,male,none,2,real_estate,19,none,own
4781,0_to_200,14,no_credits,car_new,539,less_100,1_to_4,3,female,none,3,savings_insurance,36,bank,own
4782,less_0,17,no_credits,car_new,825,less_100,less_1,2,male,none,3,real_estate,21,none,own
4783,no_checking,26,outstanding_credit,radio_tv,3782,500_to_1000,4_to_7,4,female,none,3,unknown,45,none,own
4784,greater_200,33,outstanding_credit,other,5064,500_to_1000,4_to_7,4,male,none,4,savings_insurance,51,none,own
4785,no_checking,25,credits_paid_to_date,car_used,2617,100_to_500,less_1,3,male,none,4,real_estate,36,none,own
4786,no_checking,35,prior_payments_delayed,other,9096,unknown,4_to_7,5,female,none,5,unknown,45,none,own
4787,no_checking,28,outstanding_credit,car_used,2216,greater_1000,greater_7,4,male,none,3,savings_insurance,29,none,own
4788,0_to_200,30,credits_paid_to_date,business,4932,500_to_1000,greater_7,3,male,none,3,car_other,47,stores,own
4789,0_to_200,11,prior_payments_delayed,retraining,4246,less_100,1_to_4,3,male,none,3,car_other,45,none,own
4790,0_to_200,32,credits_paid_to_date,appliances,3885,100_to_500,4_to_7,4,male,none,4,car_other,36,none,own
4791,0_to_200,10,credits_paid_to_date,appliances,250,less_100,4_to_7,3,female,none,2,real_estate,25,none,rent
4792,less_0,19,prior_payments_delayed,furniture,3485,greater_1000,greater_7,3,male,none,2,car_other,38,stores,rent
4793,greater_200,21,credits_paid_to_date,car_new,2138,100_to_500,less_1,3,male,none,4,car_other,28,stores,own
4794,no_checking,36,prior_payments_delayed,furniture,6279,500_to_1000,4_to_7,4,female,none,5,car_other,38,none,free
4795,0_to_200,17,all_credits_paid_back,vacation,1862,less_100,less_1,3,male,co-applicant,1,real_estate,19,none,own
4796,no_checking,36,prior_payments_delayed,appliances,6604,500_to_1000,greater_7,4,male,co-applicant,5,savings_insurance,52,none,free
4797,no_checking,25,outstanding_credit,furniture,7195,500_to_1000,greater_7,5,male,co-applicant,3,unknown,65,none,free
4798,no_checking,25,prior_payments_delayed,appliances,6596,100_to_500,1_to_4,4,male,none,4,car_other,47,none,own
4799,less_0,26,credits_paid_to_date,repairs,573,less_100,1_to_4,2,male,none,2,real_estate,22,stores,own
4800,less_0,25,credits_paid_to_date,radio_tv,1831,less_100,less_1,2,male,none,2,car_other,33,none,own
4801,less_0,10,all_credits_paid_back,car_new,1030,less_100,unemployed,2,female,none,1,real_estate,28,none,rent
4802,less_0,13,all_credits_paid_back,furniture,250,less_100,1_to_4,2,male,none,1,real_estate,29,stores,own
4803,0_to_200,8,all_credits_paid_back,car_new,250,less_100,1_to_4,2,female,none,3,real_estate,19,none,rent
4804,0_to_200,17,credits_paid_to_date,car_new,6382,500_to_1000,4_to_7,3,male,none,2,car_other,32,none,own
4805,no_checking,8,credits_paid_to_date,car_new,2099,less_100,1_to_4,2,female,none,2,car_other,41,none,free
4806,no_checking,31,prior_payments_delayed,repairs,5942,500_to_1000,4_to_7,4,male,none,4,savings_insurance,40,none,own
4807,no_checking,8,credits_paid_to_date,car_used,2666,100_to_500,1_to_4,2,male,co-applicant,2,real_estate,38,bank,own
4808,no_checking,32,prior_payments_delayed,radio_tv,5613,100_to_500,1_to_4,3,male,none,4,car_other,34,none,own
4809,no_checking,31,prior_payments_delayed,appliances,2098,unknown,1_to_4,2,male,none,4,savings_insurance,42,none,own
4810,less_0,9,all_credits_paid_back,car_new,1928,less_100,1_to_4,2,female,none,3,real_estate,27,none,rent
4811,no_checking,22,outstanding_credit,education,5876,500_to_1000,1_to_4,4,male,none,5,car_other,30,stores,own
4812,less_0,12,credits_paid_to_date,furniture,1046,less_100,4_to_7,2,male,none,2,real_estate,27,none,rent
4813,less_0,16,credits_paid_to_date,car_new,250,500_to_1000,4_to_7,3,male,none,2,real_estate,29,none,own
4814,greater_200,30,outstanding_credit,other,6353,500_to_1000,1_to_4,4,male,none,2,savings_insurance,40,stores,free
4815,0_to_200,15,prior_payments_delayed,car_used,250,greater_1000,4_to_7,3,male,none,2,real_estate,34,none,own
4816,no_checking,34,outstanding_credit,vacation,8750,500_to_1000,greater_7,5,male,co-applicant,3,unknown,61,stores,free
4817,no_checking,31,outstanding_credit,radio_tv,9040,500_to_1000,greater_7,5,male,co-applicant,4,unknown,50,none,free
4818,0_to_200,14,prior_payments_delayed,furniture,5127,less_100,1_to_4,3,male,none,4,savings_insurance,33,none,free
4819,no_checking,8,credits_paid_to_date,car_used,376,less_100,4_to_7,3,female,none,3,savings_insurance,35,none,own
