ID,ExistingCreditsCount,Job,Dependents,Telephone,ForeignWorker,Risk
4561,2,unskilled,1,yes,no,Risk
4562,1,unemployed,1,none,yes,No Risk
4563,2,skilled,1,yes,yes,Risk
4564,1,skilled,1,none,yes,No Risk
4565,2,skilled,1,yes,yes,Risk
4566,1,unskilled,1,none,yes,No Risk
4567,1,skilled,1,none,yes,No Risk
4568,1,skilled,2,yes,yes,No Risk
4569,1,skilled,1,none,yes,No Risk
4570,2,management_self-employed,2,none,yes,No Risk
4571,1,skilled,1,none,yes,No Risk
4572,2,unemployed,1,yes,yes,No Risk
4573,1,skilled,1,none,yes,No Risk
4574,1,skilled,1,none,yes,No Risk
4575,1,unskilled,1,none,yes,No Risk
4576,1,unskilled,1,yes,yes,No Risk
4577,1,skilled,1,none,yes,No Risk
4578,2,skilled,1,none,yes,No Risk
4579,1,unskilled,1,none,yes,No Risk
4580,3,skilled,2,yes,yes,Risk
4581,2,skilled,1,none,yes,Risk
4582,1,skilled,2,yes,yes,No Risk
4583,1,skilled,1,none,yes,No Risk
4584,1,skilled,1,none,yes,No Risk
4585,1,unskilled,1,none,yes,Risk
4586,1,skilled,1,none,yes,No Risk
4587,1,skilled,1,none,yes,No Risk
4588,1,skilled,1,none,no,No Risk
4589,1,management_self-employed,1,yes,yes,Risk
4590,2,skilled,1,yes,yes,Risk
4591,1,skilled,1,none,yes,No Risk
4592,1,skilled,1,none,yes,No Risk
4593,1,skilled,1,yes,yes,Risk
4594,2,management_self-employed,1,yes,yes,Risk
4595,1,skilled,1,none,yes,No Risk
4596,2,skilled,1,none,yes,No Risk
4597,1,skilled,1,yes,yes,Risk
4598,2,skilled,1,none,yes,No Risk
4599,1,skilled,1,none,yes,Risk
4600,2,management_self-employed,1,none,yes,No Risk
4601,1,skilled,1,none,yes,No Risk
4602,1,skilled,1,none,yes,No Risk
4603,1,skilled,1,none,yes,No Risk
4604,1,unemployed,2,yes,yes,Risk
4605,1,skilled,1,none,yes,No Risk
4606,2,unemployed,1,none,yes,Risk
4607,2,skilled,1,yes,yes,No Risk
4608,2,skilled,1,none,yes,No Risk
4609,1,skilled,1,none,yes,No Risk
4610,1,unskilled,1,yes,yes,No Risk
4611,1,skilled,2,none,yes,No Risk
4612,2,skilled,2,yes,yes,Risk
4613,1,skilled,2,yes,yes,Risk
4614,2,management_self-employed,2,yes,yes,No Risk
4615,1,skilled,1,none,yes,No Risk
4616,1,skilled,1,yes,yes,Risk
4617,1,skilled,1,none,yes,No Risk
4618,1,skilled,1,none,yes,No Risk
4619,2,unskilled,1,yes,yes,Risk
4620,2,skilled,1,yes,yes,No Risk
4621,1,unskilled,1,none,yes,No Risk
4622,1,skilled,1,none,yes,No Risk
4623,2,management_self-employed,1,none,yes,Risk
4624,2,skilled,1,none,yes,No Risk
4625,1,skilled,1,none,yes,No Risk
4626,2,management_self-employed,2,yes,yes,Risk
4627,2,skilled,2,yes,yes,Risk
4628,2,skilled,2,none,yes,No Risk
4629,1,skilled,1,none,yes,No Risk
4630,1,skilled,1,none,yes,No Risk
4631,2,unskilled,1,yes,no,Risk
4632,2,skilled,2,yes,yes,Risk
4633,2,unemployed,1,yes,yes,Risk
4634,1,skilled,1,none,yes,No Risk
4635,2,skilled,2,yes,yes,Risk
4636,1,skilled,1,none,yes,Risk
4637,1,skilled,1,none,yes,No Risk
4638,1,unskilled,2,yes,yes,No Risk
4639,1,management_self-employed,1,none,yes,No Risk
4640,2,skilled,2,yes,yes,No Risk
4641,1,unemployed,1,none,yes,No Risk
4642,2,skilled,1,yes,yes,No Risk
4643,1,skilled,1,none,yes,No Risk
4644,2,management_self-employed,2,yes,yes,Risk
4645,1,skilled,1,yes,yes,No Risk
4646,2,skilled,1,yes,no,Risk
4647,1,unskilled,2,none,yes,No Risk
4648,1,skilled,1,none,yes,No Risk
4649,2,unskilled,1,none,yes,No Risk
4650,2,unemployed,2,yes,yes,No Risk
4651,2,unskilled,2,yes,yes,No Risk
4652,1,skilled,1,none,yes,No Risk
4653,1,unemployed,1,none,yes,No Risk
4654,1,skilled,2,none,yes,No Risk
4655,2,skilled,1,yes,yes,No Risk
4656,1,skilled,1,yes,yes,No Risk
4657,1,skilled,1,none,yes,No Risk
4658,1,skilled,1,yes,yes,No Risk
4659,1,unskilled,1,none,yes,No Risk
4660,3,skilled,1,yes,yes,Risk
4661,1,unskilled,1,yes,yes,No Risk
4662,2,skilled,1,none,yes,No Risk
4663,1,skilled,1,none,yes,No Risk
4664,1,skilled,1,none,yes,No Risk
4665,1,skilled,1,none,yes,No Risk
4666,1,management_self-employed,1,none,yes,No Risk
4667,2,skilled,2,yes,yes,No Risk
4668,2,unskilled,2,none,yes,No Risk
4669,1,skilled,1,none,yes,No Risk
4670,2,management_self-employed,2,yes,yes,Risk
4671,1,skilled,1,none,yes,No Risk
4672,2,skilled,1,yes,yes,Risk
4673,1,skilled,1,none,yes,No Risk
4674,2,skilled,1,yes,yes,Risk
4675,1,unemployed,1,none,yes,No Risk
4676,3,skilled,1,yes,yes,Risk
4677,2,skilled,1,none,yes,Risk
4678,2,skilled,2,yes,yes,No Risk
4679,3,skilled,2,yes,yes,Risk
4680,2,management_self-employed,1,none,yes,Risk
4681,1,skilled,1,yes,yes,No Risk
4682,2,management_self-employed,1,yes,yes,Risk
4683,1,skilled,1,none,yes,No Risk
4684,1,skilled,1,none,yes,No Risk
4685,1,skilled,1,none,yes,No Risk
4686,1,unskilled,1,none,yes,No Risk
4687,1,management_self-employed,1,none,yes,No Risk
4688,2,skilled,1,yes,yes,No Risk
4689,1,skilled,1,yes,yes,No Risk
4690,2,skilled,1,yes,yes,No Risk
4691,3,skilled,2,none,yes,Risk
4692,1,skilled,1,none,yes,No Risk
4693,2,management_self-employed,1,yes,yes,No Risk
4694,1,skilled,1,none,no,No Risk
4695,1,skilled,1,none,yes,No Risk
4696,1,skilled,1,none,yes,Risk
4697,1,skilled,1,none,yes,No Risk
4698,1,skilled,1,none,yes,No Risk
4699,1,skilled,1,none,yes,No Risk
4700,1,skilled,1,yes,yes,No Risk
4701,1,management_self-employed,1,none,yes,No Risk
4702,2,unskilled,1,yes,yes,No Risk
4703,1,unskilled,1,none,yes,No Risk
4704,1,unemployed,1,none,yes,No Risk
4705,1,skilled,1,none,yes,No Risk
4706,1,skilled,2,yes,yes,No Risk
4707,1,skilled,1,yes,yes,Risk
4708,1,skilled,1,none,yes,No Risk
4709,1,unemployed,1,none,yes,No Risk
4710,2,skilled,1,yes,yes,Risk
4711,2,skilled,1,yes,yes,Risk
4712,2,skilled,1,none,yes,No Risk
4713,2,unemployed,1,yes,yes,No Risk
4714,1,skilled,1,none,yes,Risk
4715,2,management_self-employed,1,yes,yes,Risk
4716,2,unskilled,2,yes,no,No Risk
4717,1,skilled,1,none,yes,No Risk
4718,2,skilled,1,yes,yes,Risk
4719,1,skilled,1,none,yes,No Risk
4720,2,skilled,1,yes,yes,Risk
4721,2,skilled,1,yes,no,Risk
4722,2,skilled,1,yes,yes,No Risk
4723,2,unskilled,1,yes,yes,Risk
4724,1,management_self-employed,1,yes,yes,Risk
4725,3,unskilled,2,yes,yes,No Risk
4726,1,unemployed,1,none,yes,No Risk
4727,2,unskilled,1,yes,yes,Risk
4728,2,management_self-employed,1,yes,yes,No Risk
4729,1,skilled,1,none,yes,No Risk
4730,2,skilled,2,yes,yes,Risk
4731,1,skilled,1,none,yes,No Risk
4732,2,skilled,1,none,yes,No Risk
4733,1,skilled,1,none,yes,No Risk
4734,2,skilled,1,none,yes,Risk
4735,1,unskilled,1,yes,yes,No Risk
4736,2,skilled,1,none,yes,No Risk
4737,1,skilled,1,none,yes,No Risk
4738,2,skilled,2,yes,yes,Risk
4739,1,unemployed,1,yes,yes,No Risk
4740,2,unemployed,1,none,yes,No Risk
4741,1,skilled,1,none,yes,No Risk
4742,1,skilled,1,none,yes,Risk
4743,1,skilled,1,none,yes,No Risk
4744,2,management_self-employed,2,none,yes,Risk
4745,1,skilled,1,none,yes,No Risk
4746,1,management_self-employed,1,yes,yes,Risk
4747,1,skilled,1,none,yes,No Risk
4748,2,skilled,1,none,yes,Risk
4749,1,skilled,1,none,yes,No Risk
4750,1,skilled,1,none,yes,Risk
4751,2,management_self-employed,1,none,no,Risk
4752,1,unskilled,1,none,yes,No Risk
4753,2,skilled,1,none,yes,No Risk
4754,2,skilled,1,none,yes,No Risk
4755,1,unskilled,1,yes,yes,Risk
4756,1,skilled,1,yes,yes,Risk
4757,1,skilled,1,none,yes,Risk
4758,1,skilled,1,none,yes,No Risk
4759,1,skilled,1,none,yes,No Risk
4760,2,management_self-employed,2,yes,yes,Risk
4761,1,skilled,1,none,yes,No Risk
4762,2,unemployed,1,none,yes,No Risk
4763,2,skilled,1,none,yes,Risk
4764,1,unskilled,1,none,yes,No Risk
4765,2,unskilled,1,yes,yes,No Risk
4766,2,skilled,1,none,yes,No Risk
4767,2,unskilled,1,yes,yes,No Risk
4768,2,management_self-employed,2,yes,yes,Risk
4769,1,skilled,2,none,yes,No Risk
4770,1,skilled,1,none,yes,No Risk
4771,1,management_self-employed,1,none,yes,No Risk
4772,1,skilled,1,none,yes,No Risk
4773,2,unemployed,1,none,yes,Risk
4774,2,skilled,1,none,yes,No Risk
4775,2,skilled,2,yes,yes,Risk
4776,2,skilled,2,none,yes,Risk
4777,1,unskilled,1,none,yes,No Risk
4778,2,skilled,1,none,yes,No Risk
4779,1,unskilled,2,none,yes,No Risk
4780,1,skilled,1,none,yes,No Risk
4781,1,unskilled,1,none,yes,No Risk
4782,1,skilled,1,none,yes,No Risk
4783,1,skilled,2,yes,yes,Risk
4784,2,management_self-employed,2,yes,yes,No Risk
4785,1,management_self-employed,1,yes,yes,No Risk
4786,3,skilled,2,yes,yes,Risk
4787,2,skilled,1,none,yes,No Risk
4788,2,unskilled,1,yes,yes,No Risk
4789,2,skilled,1,none,yes,Risk
4790,1,skilled,1,yes,yes,No Risk
4791,1,skilled,1,none,yes,No Risk
4792,2,unskilled,2,none,yes,No Risk
4793,1,skilled,1,yes,yes,Risk
4794,2,skilled,1,yes,yes,Risk
4795,1,skilled,1,yes,yes,No Risk
4796,2,management_self-employed,1,yes,yes,Risk
4797,3,skilled,2,yes,yes,Risk
4798,2,management_self-employed,1,none,yes,No Risk
4799,1,skilled,1,none,yes,No Risk
4800,2,skilled,1,yes,yes,No Risk
4801,1,skilled,1,none,yes,No Risk
4802,1,skilled,1,none,yes,No Risk
4803,1,skilled,1,none,yes,No Risk
4804,3,skilled,1,none,yes,No Risk
4805,1,skilled,1,yes,yes,No Risk
4806,1,skilled,1,none,yes,Risk
4807,2,unemployed,1,yes,yes,No Risk
4808,1,management_self-employed,1,none,yes,Risk
4809,2,skilled,1,none,yes,No Risk
4810,1,skilled,1,none,yes,No Risk
4811,2,unskilled,1,yes,yes,No Risk
4812,1,skilled,1,none,yes,No Risk
4813,1,skilled,1,none,yes,No Risk
4814,2,unskilled,1,none,yes,Risk
4815,1,skilled,2,none,yes,No Risk
4816,2,unskilled,1,yes,yes,Risk
4817,3,skilled,2,yes,yes,Risk
4818,1,management_self-employed,1,none,yes,Risk
4819,1,skilled,1,none,yes,No Risk
4820,1,skilled,1,yes,yes,No Risk
4821,1,management_self-employed,1,yes,yes,No Risk
4822,2,skilled,1,yes,yes,Risk
4823,2,skilled,1,none,yes,Risk
4824,1,unskilled,1,none,yes,No Risk
4825,1,unskilled,1,none,yes,No Risk
4826,2,skilled,1,none,yes,No Risk
4827,2,skilled,1,yes,yes,Risk
4828,2,skilled,2,yes,yes,Risk
4829,1,skilled,1,none,yes,No Risk
4830,2,skilled,2,yes,yes,Risk
4831,1,skilled,1,yes,yes,Risk
4832,1,skilled,1,yes,yes,No Risk
4833,2,skilled,1,yes,yes,No Risk
4834,3,skilled,1,none,yes,No Risk
4835,1,management_self-employed,1,none,yes,Risk
4836,1,skilled,1,none,yes,No Risk
4837,2,skilled,1,none,yes,No Risk
4838,1,skilled,1,yes,yes,No Risk
4839,2,management_self-employed,1,yes,yes,Risk
4840,2,management_self-employed,1,yes,yes,No Risk
4841,2,unemployed,1,none,yes,Risk
4842,3,skilled,2,yes,yes,Risk
4843,2,unemployed,1,none,yes,No Risk
4844,1,management_self-employed,2,yes,yes,No Risk
4845,2,skilled,1,none,yes,Risk
4846,1,skilled,1,none,yes,No Risk
4847,1,skilled,1,none,yes,Risk
4848,1,skilled,2,yes,yes,No Risk
4849,1,skilled,1,none,yes,No Risk
4850,1,unskilled,1,yes,yes,No Risk
4851,1,skilled,1,none,yes,No Risk
4852,1,skilled,1,none,yes,No Risk
4853,1,skilled,1,yes,yes,Risk
4854,1,unemployed,1,none,yes,No Risk
4855,1,skilled,1,none,yes,No Risk
4856,2,skilled,1,yes,yes,No Risk
4857,2,skilled,1,yes,yes,Risk
4858,1,skilled,1,none,yes,No Risk
4859,2,management_self-employed,1,none,yes,No Risk
4860,2,skilled,2,yes,yes,No Risk
4861,1,skilled,1,none,yes,No Risk
4862,1,skilled,1,none,yes,No Risk
4863,2,skilled,2,none,yes,Risk
4864,1,skilled,1,none,yes,No Risk
4865,1,management_self-employed,2,yes,no,Risk
4866,2,skilled,1,yes,yes,Risk
4867,1,unskilled,1,none,yes,No Risk
4868,2,skilled,1,none,yes,No Risk
4869,1,unskilled,1,none,yes,Risk
4870,1,skilled,2,none,yes,Risk
4871,1,management_self-employed,1,none,yes,No Risk
4872,2,skilled,1,yes,yes,Risk
4873,2,skilled,1,none,yes,Risk
4874,2,skilled,1,none,yes,Risk
4875,2,unskilled,1,none,yes,No Risk
4876,3,management_self-employed,2,yes,yes,Risk
4877,1,skilled,2,yes,yes,No Risk
4878,2,unskilled,2,yes,yes,Risk
4879,1,skilled,1,none,yes,No Risk
4880,2,skilled,1,yes,yes,Risk
4881,1,skilled,1,none,yes,No Risk
4882,2,skilled,2,none,yes,No Risk
4883,1,skilled,1,none,yes,No Risk
4884,2,skilled,2,yes,yes,Risk
4885,2,management_self-employed,1,yes,yes,Risk
4886,1,unskilled,1,none,yes,No Risk
4887,1,skilled,1,none,yes,No Risk
4888,1,skilled,1,yes,yes,Risk
4889,2,skilled,1,none,yes,No Risk
4890,1,skilled,1,none,yes,Risk
4891,2,skilled,1,yes,yes,No Risk
4892,2,unskilled,1,none,yes,No Risk
4893,1,unemployed,1,yes,yes,No Risk
4894,1,skilled,1,none,yes,No Risk
4895,1,skilled,2,none,yes,Risk
4896,2,skilled,2,yes,yes,No Risk
4897,2,skilled,1,none,yes,No Risk
4898,3,skilled,1,yes,yes,Risk
4899,2,skilled,1,none,yes,Risk
4900,1,unemployed,1,yes,yes,No Risk
4901,1,skilled,2,none,yes,No Risk
4902,1,management_self-employed,1,none,yes,Risk
4903,2,skilled,1,none,yes,Risk
4904,2,skilled,1,yes,yes,No Risk
4905,2,management_self-employed,1,yes,yes,No Risk
4906,2,skilled,2,none,yes,No Risk
4907,1,skilled,1,none,yes,No Risk
4908,2,management_self-employed,2,yes,yes,Risk
4909,1,skilled,1,none,yes,No Risk
4910,1,skilled,1,none,yes,No Risk
4911,2,skilled,2,yes,yes,Risk
4912,2,unskilled,1,yes,yes,No Risk
4913,1,management_self-employed,1,none,yes,No Risk
4914,1,management_self-employed,1,yes,yes,Risk
4915,1,skilled,1,none,yes,No Risk
4916,2,unskilled,1,yes,yes,Risk
4917,2,skilled,1,yes,yes,No Risk
4918,1,management_self-employed,1,yes,yes,Risk
4919,1,skilled,1,none,yes,Risk
4920,2,skilled,2,yes,yes,Risk
4921,1,management_self-employed,1,none,yes,No Risk
4922,2,management_self-employed,1,yes,yes,Risk
4923,1,unskilled,1,yes,yes,No Risk
4924,1,unskilled,1,yes,yes,Risk
4925,2,management_self-employed,2,none,yes,No Risk
4926,2,management_self-employed,1,none,yes,Risk
4927,2,skilled,2,yes,yes,Risk
4928,1,skilled,1,yes,yes,No Risk
4929,1,skilled,2,yes,yes,Risk
4930,1,skilled,1,none,yes,No Risk
4931,1,skilled,1,yes,yes,Risk
4932,1,skilled,1,none,yes,No Risk
4933,1,skilled,1,none,yes,No Risk
4934,2,skilled,1,none,yes,No Risk
4935,1,skilled,1,none,yes,No Risk
4936,1,skilled,1,none,yes,No Risk
4937,1,skilled,1,yes,yes,No Risk
4938,2,skilled,1,none,yes,No Risk
4939,1,unskilled,1,none,yes,No Risk
4940,1,skilled,1,none,yes,No Risk
4941,2,unemployed,2,yes,yes,No Risk
4942,1,skilled,1,none,yes,No Risk
4943,1,unskilled,1,none,yes,No Risk
4944,3,skilled,2,yes,yes,Risk
4945,2,management_self-employed,2,yes,yes,No Risk
4946,1,skilled,1,none,yes,No Risk
4947,1,skilled,1,none,yes,Risk
4948,2,management_self-employed,1,yes,yes,No Risk
4949,1,skilled,1,none,yes,No Risk
4950,1,skilled,1,none,yes,Risk
4951,3,management_self-employed,2,yes,yes,Risk
4952,2,unskilled,1,none,yes,No Risk
4953,1,unskilled,1,none,yes,Risk
4954,1,skilled,1,yes,yes,No Risk
4955,1,management_self-employed,1,none,yes,Risk
4956,2,unemployed,1,yes,yes,Risk
4957,1,management_self-employed,2,yes,yes,No Risk
4958,1,skilled,1,none,yes,No Risk
4959,1,skilled,1,none,yes,No Risk
4960,1,skilled,1,yes,yes,No Risk
4961,1,skilled,1,none,yes,No Risk
4962,2,skilled,2,yes,yes,Risk
4963,1,management_self-employed,1,none,yes,No Risk
4964,2,unskilled,1,yes,yes,No Risk
4965,2,skilled,1,none,yes,No Risk
4966,2,skilled,2,none,yes,No Risk
4967,1,skilled,1,none,yes,No Risk
4968,2,skilled,1,yes,yes,Risk
4969,1,skilled,1,none,yes,No Risk
4970,1,skilled,1,none,yes,No Risk
4971,1,skilled,1,none,yes,No Risk
4972,2,skilled,1,none,yes,Risk
4973,2,skilled,1,none,yes,No Risk
4974,1,skilled,1,none,yes,No Risk
4975,2,skilled,1,none,yes,No Risk
4976,2,skilled,1,yes,yes,No Risk
4977,1,skilled,1,none,yes,No Risk
4978,1,skilled,1,yes,yes,No Risk
4979,1,management_self-employed,1,yes,yes,No Risk
4980,2,skilled,1,yes,yes,Risk
4981,1,unemployed,1,none,yes,No Risk
4982,2,skilled,1,none,yes,Risk
4983,1,skilled,1,none,yes,No Risk
4984,2,unskilled,2,yes,yes,No Risk
4985,1,unemployed,1,yes,yes,No Risk
4986,3,skilled,2,yes,yes,Risk
4987,1,skilled,1,none,yes,No Risk
4988,1,skilled,1,none,yes,No Risk
4989,2,skilled,1,none,yes,No Risk
4990,1,skilled,1,none,yes,No Risk
4991,2,management_self-employed,1,yes,yes,Risk
4992,1,skilled,1,none,yes,No Risk
4993,1,skilled,1,yes,yes,No Risk
4994,2,skilled,1,none,yes,No Risk
4995,1,skilled,1,yes,yes,No Risk
4996,1,skilled,1,none,yes,No Risk
4997,1,unemployed,1,none,yes,No Risk
4998,2,unskilled,2,yes,yes,Risk
4999,1,skilled,1,none,yes,Risk
5000,2,skilled,1,none,yes,No Risk
